#geneid	family	symbol	taxid	contig	orient	start	end
130749	0	CPO	9606	NC_000002.10	+	207512568	207542404
130752	0	MDH1B	9606	NC_000002.10	+	207310731	207338294
130773	51335	LOC130773	9606	NC_000002.10	+	64427892	64428388
130802	0	DNMT3AP1	9606	NC_000002.10	+	66900516	66903263
130813	0	C2orf50	9606	NC_000002.10	+	11190629	11203602
130814	0	PQLC3	9606	NC_000002.10	+	11212990	11236450
130827	0	TMEM182	9606	NC_000002.10	+	102744966	102800301
130865	0	LOC130865	9606	NC_000002.10	+	60792122	60792558
130872	0	AHSA2	9606	NC_000002.10	+	61258324	61267561
130888	0	FBXO36	9606	NC_000002.10	+	230495457	230584169
130916	0	MTERFD2	9606	NC_000002.10	+	241675179	241690396
130940	0	LOC130940	9606	NC_000002.10	+	158736723	159021459
130951	0	LOC130951	9606	NC_000002.10	+	74638517	74728671
140469	0	MYO3B	9606	NC_000002.10	+	170742900	171219236
140738	0	TMEM37	9606	NC_000002.10	+	119905949	119911485
140739	49768	UBE2F	9606	NC_000002.10	+	238540438	238615422
142679	0	DUSP19	9606	NC_000002.10	+	183651731	183672980
150465	0	TTL	9606	NC_000002.10	+	112956368	113006453
150468	0	CKAP2L	9606	NC_000002.10	+	113211914	113238656
150472	50999	CBWD2	9606	NC_000002.10	+	113911852	113970215
150478	0	bA395L14.12	9606	NC_000002.10	+	114131920	114132931
150483	51116	TEKT4	9606	NC_000002.10	+	94900958	94906294
150519	0	FLJ30428	9606	NC_000002.10	+	131774011	131785408
150538	0	FLJ32063	9606	NC_000002.10	+	200042863	200049902
150554	0	LOC150554	9606	NC_000002.10	+	127029456	127032224
150572	50773	SMYD1	9606	NC_000002.10	+	88148496	88194017
150577	52641	LOC150577	9606	NC_000002.10	+	100191147	100234377
150590	0	C2orf15	9606	NC_000002.10	+	99124616	99134381
150596	0	FLJ32955	9606	NC_000002.10	+	150332265	150423950
150677	0	OTOS	9606	NC_000002.10	+	240727118	240728745
150678	0	MYEOV2	9606	NC_000002.10	+	240714652	240724436
150681	49463	OR6B3	9606	NC_000002.10	+	240633166	240634161
150684	0	COMMD1	9606	NC_000002.10	+	61986306	62216708
150696	0	PROM2	9606	NC_000002.10	+	95303927	95320780
150709	0	ANKAR	9606	NC_000002.10	+	190249674	190319614
150726	54159	FBXO41	9606	NC_000002.10	+	73335307	73351550
150737	51794	TTC30B	9606	NC_000002.10	+	178123480	178125749
150739	53337	LOC150739	9606	NC_000002.10	+	177754612	177771526
150763	0	LOC150763	9606	NC_000002.10	+	96051508	96064394
150771	53023	KIAA1754L	9606	NC_000002.10	+	96354872	96357805
150776	0	FLJ41352	9606	NC_000002.10	+	131966302	131995631
150786	0	LOC150786	9606	NC_000002.10	+	131835157	131838200
150864	0	ALS2CR13	9606	NC_000002.10	+	203208455	203342724
150921	0	TCF23	9606	NC_000002.10	+	27225505	27229238
150935	54239	LOC150935	9606	NC_000002.10	+	240349490	240386788
150946	50954	FAM59B	9606	NC_000002.10	+	26248518	26266168
150947	0	PPIL1P1	9606	NC_000002.10	+	26238218	26240231
150962	0	FLJ32312	9606	NC_000002.10	+	61022607	61098711
151011	49921	10-Sep	9606	NC_000002.10	+	109657664	109729071
151050	0	FLJ23861	9606	NC_000002.10	+	210593679	210744295
151056	0	PLB1	9606	NC_000002.10	+	28572485	28720116
151112	0	ZSWIM2	9606	NC_000002.10	+	187400451	187422141
151121	0	LOC151121	9606	NC_000002.10	+	129716371	129716828
151126	51023	ZNF533	9606	NC_000002.10	+	180014953	180434311
151174	54235	LOC151174	9606	NC_000002.10	+	238798492	238804810
151176	54238	FAM132B	9606	NC_000002.10	+	238734412	238742279
151188	0	ARL6IP6	9606	NC_000002.10	+	153283372	153325668
151194	52069	FAM119A	9606	NC_000002.10	+	208185070	208197952
151195	51795	CCNYL1	9606	NC_000002.10	+	208284508	208327433
151230	49455	KLHL23	9606	NC_000002.10	+	170259246	170314683
151234	53323	LOC151234	9606	NC_000002.10	+	108305125	108336686
151242	53334	PPP1R1C	9606	NC_000002.10	+	182558795	182690727
151246	0	SGOL2	9606	NC_000002.10	+	201099184	201156749
151254	0	ALS2CR11	9606	NC_000002.10	+	202060392	202192142
151258	0	FLJ39822	9606	NC_000002.10	+	165463057	165520280
151276	0	LOC151276	9606	NC_000002.10	+	149633184	149633745
151278	0	FLJ32447	9606	NC_000002.10	+	222871109	222878179
151295	0	SLC23A3	9606	NC_000002.10	+	219734430	219742958
151306	0	GPBAR1	9606	NC_000002.10	+	218833996	218836825
151313	50609	FAHD2B	9606	NC_000002.10	+	97113049	97124308
151325	0	MYADML	9606	NC_000002.10	+	33804826	33806774
151354	51700	FAM84A	9606	NC_000002.10	+	14690306	14693897
151393	0	FAM82A	9606	NC_000002.10	+	38031109	38147783
151449	52785	GDF7	9606	NC_000002.10	+	20729904	20734730
151457	0	LOC151457	9606	NC_000002.10	+	20302889	20304287
151473	52355	SLC16A14	9606	NC_000002.10	+	230607941	230641862
151477	0	C2orf52	9606	NC_000002.10	+	232081380	232087293
151507	52545	LOC151507	9606	NC_000002.10	+	234438813	234441828
151516	0	SASP	9606	NC_000002.10	+	70040729	70042900
151525	0	WDSUB1	9606	NC_000002.10	+	159800557	159851308
151531	49774	UPP2	9606	NC_000002.10	+	158559936	158700723
151556	53187	GPR155	9606	NC_000002.10	+	175004620	175060056
164781	0	WDR69	9606	NC_000002.10	+	228444570	228497269
164832	52437	LONRF2	9606	NC_000002.10	+	100266435	100292398
164837	0	CYCSP7	9606	NC_000002.10	+	100353135	100353438
165055	0	FLJ32745	9606	NC_000002.10	+	108769650	108859278
165057	53341	FLJ39061	9606	NC_000002.10	+	202646263	202686571
165082	0	GPR113	9606	NC_000002.10	+	26386315	26395420
165100	0	MGC35154	9606	NC_000002.10	+	232165855	232167237
165140	0	OXER1	9606	NC_000002.10	+	42843143	42844904
165186	0	LOC165186	9606	NC_000002.10	+	29109800	29123916
165215	0	KIAA1946	9606	NC_000002.10	+	187267033	187336758
165257	49887	C1QL2	9606	NC_000002.10	+	119630288	119632940
165324	0	UBXD4	9606	NC_000002.10	+	24016879	24077199
165530	0	CLEC4F	9606	NC_000002.10	+	70889282	70901239
165545	51443	DQX1	9606	NC_000002.10	+	74598765	74606825
170850	49378	KCNG3	9606	NC_000002.10	+	42522660	42574740
171221	0	HSP40	9606	NC_000002.10	+	192452780	192455656
171417	0	AF357534	9606	NC_000002.10	+	170330526	170331375
192146	0	RH-II/GuBp1	9606	NC_000002.10	+	32280091	32282800
192668	0	CYS1	9606	NC_000002.10	+	10116316	10137988
200350	0	FOXD4L1	9606	NC_000002.10	+	113973130	113975379
200373	0	MGC33657	9606	NC_000002.10	+	120018514	120130706
200403	0	MGC26733	9606	NC_000002.10	+	98070084	98274997
200407	0	CREG2	9606	NC_000002.10	+	101331654	101370488
200420	0	LOC200420	9606	NC_000002.10	+	73725553	73766206
200424	54134	MGC22014	9606	NC_000002.10	+	74126957	74188811
200504	0	GKN2	9606	NC_000002.10	+	69025867	69033605
200523	0	C2orf51	9606	NC_000002.10	+	88605283	88610216
200539	52430	ANKRD23	9606	NC_000002.10	+	96867377	96873484
200558	0	C2orf13	9606	NC_000002.10	+	68548245	68660797
200575	0	CRYGEP1	9606	NC_000002.10	+	208681074	208685810
200576	52487	PIP5K3	9606	NC_000002.10	+	208839235	208931719
200634	0	KRTCAP3	9606	NC_000002.10	+	27518766	27520667
200726	51581	hCG_1657980	9606	NC_000002.10	+	207217193	207222417
200728	0	TMEM17	9606	NC_000002.10	+	62581251	62586979
200734	51800	SPRED2	9606	NC_000002.10	+	65391488	65512814
200765	0	TIGD1	9606	NC_000002.10	+	233121022	233123469
205147	0	FLJ38377	9606	NC_000002.10	+	131229582	131239128
205251	0	LOC205251	9606	NC_000002.10	+	110327154	110329742
205272	0	LOC205272	9606	NC_000002.10	+	94765111	94767689
205327	0	FLJ38973	9606	NC_000002.10	+	200484273	200501240
220717	0	RPLP0-like	9606	NC_000002.10	+	38553895	38563584
220786	0	CDK7PS	9606	NC_000002.10	+	157775092	157776231
220988	0	HNRPA3	9606	NC_000002.10	+	177785773	177792272
245711	53021	SPDYA	9606	NC_000002.10	+	28887220	28926979
245973	49084	ATP6V1C2	9606	NC_000002.10	+	10779225	10842686
246243	0	RNASEH1	9606	NC_000002.10	+	3570552	3583814
253558	52635	LYCAT	9606	NC_000002.10	+	30523626	30720594
253635	52038	CCDC75	9606	NC_000002.10	+	37165164	37177205
253782	51017	LASS6	9606	NC_000002.10	+	169021080	169339397
254042	0	MAP1D	9606	NC_000002.10	+	172573049	172653832
254773	52033	LYG2	9606	NC_000002.10	+	99225140	99238001
255101	0	CCDC108	9606	NC_000002.10	+	219575819	219614488
257407	54229	LOC257407	9606	NC_000002.10	+	231610524	231623303
260332	0	ECEL1P3	9606	NC_000002.10	+	232924078	232924315
266724	0	HSPA9P	9606	NC_000002.10	+	222534659	222537391
284944	0	FLJ37357	9606	NC_000002.10	+	84597089	84665488
284948	0	SH2D6	9606	NC_000002.10	+	85515428	85517662
284952	54120	LOC284952	9606	NC_000002.10	+	17798043	17801260
284988	0	LOC284988	9606	NC_000002.10	+	130684900	130687848
284992	54203	FLJ39660	9606	NC_000002.10	+	197212600	197305774
284996	51591	RNF149	9606	NC_000002.10	+	101258984	101291583
284998	53322	LOC284998	9606	NC_000002.10	+	104729526	104738644
285003	0	MRPL36P1	9606	NC_000002.10	+	70183186	70183497
285016	0	LOC285016	9606	NC_000002.10	+	269928	277836
285023	0	DKFZp451M2119	9606	NC_000002.10	+	177856481	177965660
285025	0	FLJ39502	9606	NC_000002.10	+	179408736	179457922
285033	0	LOC285033	9606	NC_000002.10	+	96269703	96271427
285047	54128	LOC285047	9606	NC_000002.10	+	42012262	42014366
285048	0	MGC40574	9606	NC_000002.10	+	43307848	43309497
285051	0	FLJ40172	9606	NC_000002.10	+	47209090	47235929
285053	50905	LOC285053	9606	NC_000002.10	+	47771280	47782469
285074	0	LOC285074	9606	NC_000002.10	+	87111308	87156802
285093	52037	FLJ33590	9606	NC_000002.10	+	242460553	242464646
285095	0	LOC285095	9606	NC_000002.10	+	242484806	242491271
285097	0	FLJ38379	9606	NC_000002.10	+	242594514	242596836
285116	0	AHCTF1P	9606	NC_000002.10	+	162065380	162072555
285126	0	DNAJC5G	9606	NC_000002.10	+	27351792	27357799
285135	0	FSIP2	9606	NC_000002.10	+	186318511	186339520
285141	0	LOC285141	9606	NC_000002.10	+	171348546	171363726
285148	0	IAH1	9606	NC_000002.10	+	9532120	9546041
285150	0	FLJ33534	9606	NC_000002.10	+	11156576	11189797
285154	0	MGC34824	9606	NC_000002.10	+	38211750	38262500
285172	51493	FAM126B	9606	NC_000002.10	+	201552031	201644636
285175	0	C2orf21	9606	NC_000002.10	+	210344961	210369515
285176	0	LOC285176	9606	NC_000002.10	+	215407768	215420483
285180	0	RUFY4	9606	NC_000002.10	+	218607955	218663547
285189	0	PLGLA1	9606	NC_000002.10	+	106354020	106376186
285191	0	LOC285191	9606	NC_000002.10	+	241274423	241277211
285193	50333	DUSP28	9606	NC_000002.10	+	241148143	241152103
286749	0	SALF	9606	NC_000002.10	+	48649662	48760245
339562	0	LOC339562	9606	NC_000002.10	+	91040636	91043468
339736	0	LOC339736	9606	NC_000002.10	+	31901163	31902389
339742	0	LOC339742	9606	NC_000002.10	+	132823259	132827726
339745	49698	LOC339745	9606	NC_000002.10	+	138975840	139047270
339760	0	LOC339760	9606	NC_000002.10	+	127363242	127374589
339761	0	FLJ16008	9606	NC_000002.10	+	127657881	127679812
339766	54232	LOC339766	9606	NC_000002.10	+	234351714	234406805
339768	0	ESPNL	9606	NC_000002.10	+	238673764	238706665
339778	53307	LOC339778	9606	NC_000002.10	+	26638199	26655900
339779	0	C2orf53	9606	NC_000002.10	+	27213226	27215781
339781	0	KRT18P19	9606	NC_000002.10	+	189884173	189885505
339789	0	C2orf46	9606	NC_000002.10	+	8264723	8385999
339799	51119	hCG_15200	9606	NC_000002.10	+	58332045	58333331
339804	52089	LOC339804	9606	NC_000002.10	+	61225791	61245467
339809	0	LOC339809	9606	NC_000002.10	+	202708683	202770829
343930	52369	MSGN1	9606	NC_000002.10	+	17861266	17861847
343981	0	LOC343981	9606	NC_000002.10	+	194623339	194703234
343990	0	MGC42367	9606	NC_000002.10	+	98776740	98919109
344018	0	FIGLA	9606	NC_000002.10	+	70857949	70871282
344022	0	NOTO	9606	NC_000002.10	+	73283302	73291564
344065	49788	LOC344065	9606	NC_000002.10	+	95236997	95245077
344148	0	NAP5	9606	NC_000002.10	+	133145836	133257051
344167	0	LOC344167	9606	NC_000002.10	+	88528840	88529421
344178	0	LOC344178	9606	NC_000002.10	+	174444620	174452773
344191	49251	EVX2	9606	NC_000002.10	+	176653080	176656935
344320	0	KRT8P10	9606	NC_000002.10	+	183644012	183646999
344328	0	LOC344328	9606	NC_000002.10	+	188398312	188399420
344332	54191	LOC344332	9606	NC_000002.10	+	151751060	151751341
344371	0	LOC344371	9606	NC_000002.10	+	33918352	33919331
344382	51547	LOC344382	9606	NC_000002.10	+	37897561	37898607
344387	49150	CDKL4	9606	NC_000002.10	+	39259191	39310176
344405	53308	LOC344405	9606	NC_000002.10	+	55363537	55365111
344423	0	LOC344423	9606	NC_000002.10	+	61018837	61019537
344454	0	AOX2	9606	NC_000002.10	+	201343639	201367190
344462	0	KRT18P39	9606	NC_000002.10	+	204337262	204346278
344471	0	LOC344471	9606	NC_000002.10	+	208630216	208630713
344558	52929	SH3MD4	9606	NC_000002.10	+	109103199	109439240
344561	0	GPR148	9606	NC_000002.10	+	131203192	131204378
347694	0	ECEL1P2	9606	NC_000002.10	+	232958703	232959997
347730	50562	LRRTM1	9606	NC_000002.10	+	80382513	80384997
348654	0	FLJ40869	9606	NC_000002.10	+	17798657	17826910
348738	0	C2orf48	9606	NC_000002.10	+	10198959	10269306
348751	54212	LOC348751	9606	NC_000002.10	+	200333517	200424979
351143	0	MRPL50P1	9606	NC_000002.10	+	35803328	35803725
359747	0	MRPL45P1	9606	NC_000002.10	+	88445325	88446073
359749	0	MRPL50P2	9606	NC_000002.10	+	203888357	203888838
359763	0	MRPS18BP2	9606	NC_000002.10	+	140142573	140143348
359774	0	MRPS29P2	9606	NC_000002.10	+	172056172	172056686
360159	0	CYCSP6	9606	NC_000002.10	+	78493417	78493727
360160	0	CYCSP8	9606	NC_000002.10	+	131250688	131250999
360163	0	HCP9	9606	NC_000002.10	+	178665472	178677442
375189	0	PFN4	9606	NC_000002.10	+	24191744	24199654
375190	0	LOC375190	9606	NC_000002.10	+	24200739	24266808
375248	53319	ANKRD36	9606	NC_000002.10	+	97143015	97233703
375260	52477	FAM39B	9606	NC_000002.10	+	114058171	114073083
375287	0	RBM43	9606	NC_000002.10	+	151814155	151826622
375295	53350	LOC375295	9606	NC_000002.10	+	177202554	177320341
375298	0	CERKL	9606	NC_000002.10	+	182109649	182229995
375307	0	MGC50811	9606	NC_000002.10	+	218929822	218941060
375316	54237	FLJ40411	9606	NC_000002.10	+	238372126	238408252
375318	52523	AQP12A	9606	NC_000002.10	+	241279934	241286572
376940	0	ZC3H6	9606	NC_000002.10	+	112784133	112808294
377007	0	KLHL30	9606	NC_000002.10	+	238714155	238726285
378464	0	MORN2	9606	NC_000002.10	+	38956606	38963293
388923	53302	LOC388923	9606	NC_000002.10	+	3463813	3465186
388925	0	LOC388925	9606	NC_000002.10	+	17429820	17431164
388931	52676	LOC388931	9606	NC_000002.10	+	24086456	24100648
388939	0	FLJ34931	9606	NC_000002.10	+	29138061	29150630
388942	54127	FLJ44450	9606	NC_000002.10	+	41970974	41974682
388946	54146	LOC388946	9606	NC_000002.10	+	46539967	46568738
388948	52571	LOC388948	9606	NC_000002.10	+	46897325	46903303
388951	52725	TSPYL6	9606	NC_000002.10	+	54333822	54336847
388955	0	LOC388955	9606	NC_000002.10	+	63702680	63703669
388957	0	DKFZp686K16132	9606	NC_000002.10	+	69544466	69546753
388960	52572	FLJ43987	9606	NC_000002.10	+	73864823	73897781
388962	0	BOLA3	9606	NC_000002.10	+	74216035	74228546
388963	54161	LOC388963	9606	NC_000002.10	+	74472371	74497217
388965	52055	LOC388965	9606	NC_000002.10	+	84371317	84372835
388969	0	LOC388969	9606	NC_000002.10	+	85687287	85692662
388996	0	LOC388996	9606	NC_000002.10	+	91141262	91173176
389000	54166	LOC389000	9606	NC_000002.10	+	91434658	91486280
389012	0	FLJ42986	9606	NC_000002.10	+	101380254	101395961
389015	0	SLC9A4	9606	NC_000002.10	+	102456193	102516858
389024	52542	LOC389024	9606	NC_000002.10	+	118310049	118312249
389033	0	LOC389033	9606	NC_000002.10	+	130396904	130408359
389043	52544	LOC389043	9606	NC_000002.10	+	131876943	131883091
389049	0	LOC389049	9606	NC_000002.10	+	132156288	132198408
389053	0	LOC389053	9606	NC_000002.10	+	136672708	136674651
389058	0	SP5	9606	NC_000002.10	+	171280106	171282742
389064	0	FLJ46347	9606	NC_000002.10	+	174907411	174910539
389072	54219	LOC389072	9606	NC_000002.10	+	208401287	208574636
389073	53338	LOC389073	9606	NC_000002.10	+	208738315	208763202
389075	0	RESP18	9606	NC_000002.10	+	219900374	219905594
389084	0	UNQ830	9606	NC_000002.10	+	233443237	233449350
389090	49463	OR6B2	9606	NC_000002.10	+	240617580	240618518
389286	0	LOC389286	9606	NC_000002.10	+	201855045	201856102
390233	0	LOC390233	9606	NC_000002.10	+	95544301	95549586
391343	0	LOC391343	9606	NC_000002.10	+	895297	895944
391349	0	LOC391349	9606	NC_000002.10	+	6552931	6569081
391356	0	LOC391356	9606	NC_000002.10	+	24866639	24869754
391358	50607	LOC391358	9606	NC_000002.10	+	26104395	26104984
391359	52852	LOC391359	9606	NC_000002.10	+	26216627	26217636
391364	0	LOC391364	9606	NC_000002.10	+	33715072	33716028
391365	49713	SULT6B1	9606	NC_000002.10	+	37248466	37269193
391367	0	LOC391367	9606	NC_000002.10	+	38366055	38367061
391370	51188	LOC391370	9606	NC_000002.10	+	41930822	41931252
391378	0	LOC391378	9606	NC_000002.10	+	63832328	63841684
391383	0	LOC391383	9606	NC_000002.10	+	68528540	68529807
391387	0	LOC391387	9606	NC_000002.10	+	73450654	73451527
391405	0	LOC391405	9606	NC_000002.10	+	91585905	91624510
391428	0	LOC391428	9606	NC_000002.10	+	114734092	114745223
391429	52543	LOC391429	9606	NC_000002.10	+	115138753	115139133
391436	0	LOC391436	9606	NC_000002.10	+	130722702	130726636
391444	0	LOC391444	9606	NC_000002.10	+	132120737	132131624
391448	0	LOC391448	9606	NC_000002.10	+	136371988	136380599
391453	0	LOC391453	9606	NC_000002.10	+	153935355	153939400
391458	0	KRT18P46	9606	NC_000002.10	+	162144827	162146105
391462	0	LOC391462	9606	NC_000002.10	+	174615981	174616853
391465	0	LOC391465	9606	NC_000002.10	+	177750654	177751234
391467	0	LOC391467	9606	NC_000002.10	+	187574110	187576351
391470	0	LOC391470	9606	NC_000002.10	+	196155758	196156999
391472	0	LOC391472	9606	NC_000002.10	+	201401180	201418566
391475	0	DYTN	9606	NC_000002.10	+	207259404	207291247
391485	0	KRT8P30	9606	NC_000002.10	+	219526366	219531301
391490	0	LOC391490	9606	NC_000002.10	+	232158818	232163881
391491	0	LOC391491	9606	NC_000002.10	+	232383026	232460972
391496	0	OR5S1P	9606	NC_000002.10	+	240697191	240698138
394261	0	C2orf19	9606	NC_000002.10	+	238726268	238729373
399520	0	DDPP	9606	NC_000002.10	+	162642112	162642406
400940	0	FLJ41046	9606	NC_000002.10	+	6039560	6042479
400941	0	FLJ42418	9606	NC_000002.10	+	6786751	6827892
400943	0	UNQ5830	9606	NC_000002.10	+	10060736	10063608
400945	52640	FLJ41481	9606	NC_000002.10	+	19031209	19090206
400946	0	FLJ12334	9606	NC_000002.10	+	19932107	19948282
400950	52642	LOC400950	9606	NC_000002.10	+	42016011	42034440
400952	0	UNQ6975	9606	NC_000002.10	+	45254989	45335577
400954	0	FLJ42562	9606	NC_000002.10	+	55034674	55051957
400955	0	FLJ30838	9606	NC_000002.10	+	58601397	59144398
400958	53314	LOC400958	9606	NC_000002.10	+	64982477	65013084
400960	54133	LOC400960	9606	NC_000002.10	+	70043392	70077476
400961	53191	PAIP2B	9606	NC_000002.10	+	71263375	71307740
400963	0	LOC400963	9606	NC_000002.10	+	84996385	84997357
400965	0	LOC400965	9606	NC_000002.10	+	86906253	86908869
400984	0	OR7E102P	9606	NC_000002.10	+	95576052	95577047
400986	54243	LOC400986	9606	NC_000002.10	+	95886943	95974595
400987	52275	LOC400987	9606	NC_000002.10	+	96007238	96021430
400997	0	FLJ44006	9606	NC_000002.10	+	111572392	111588232
401007	0	LOC401007	9606	NC_000002.10	+	131651078	131653240
401010	0	LOC401010	9606	NC_000002.10	+	131916203	131918925
401015	0	LOC401015	9606	NC_000002.10	+	157943236	157945260
401018	0	LOC401018	9606	NC_000002.10	+	168278377	168280820
401019	49626	hCG_1783417	9606	NC_000002.10	+	172068149	172082504
401021	0	LOC401021	9606	NC_000002.10	+	176709081	176713364
401024	0	FLJ44048	9606	NC_000002.10	+	186378772	186406260
401027	0	UNQ6411	9606	NC_000002.10	+	197378253	197383244
401036	0	ASB18	9606	NC_000002.10	+	236766833	236814996
401039	0	FLJ43879	9606	NC_000002.10	+	239505934	239512901
401040	0	FLJ45964	9606	NC_000002.10	+	240164931	240172724
401044	0	FLJ40712	9606	NC_000002.10	+	242577386	242579515
401045	0	FLJ41327	9606	NC_000002.10	+	242617479	242619988
402069	0	LOC402069	9606	NC_000002.10	+	20218859	20219298
402076	0	LOC402076	9606	NC_000002.10	+	68104329	68111525
402077	0	OR7E46P	9606	NC_000002.10	+	71118358	71119302
402093	0	LOC402093	9606	NC_000002.10	+	104377889	104379169
402096	0	LOC402096	9606	NC_000002.10	+	106327453	106354076
402100	54175	LOC402100	9606	NC_000002.10	+	109851548	109884163
402102	0	LOC402102	9606	NC_000002.10	+	129965237	129970830
402112	0	LOC402112	9606	NC_000002.10	+	174882753	174883947
402116	0	LOC402116	9606	NC_000002.10	+	209751736	209753982
402117	54213	LOC402117	9606	NC_000002.10	+	214984536	215149051
402120	49607	LOC402120	9606	NC_000002.10	+	222165449	222165790
402122	54230	LOC402122	9606	NC_000002.10	+	232010057	232010212
404204	0	UGT1A13P	9606	NC_000002.10	+	234221313	234222410
408029	52763	MGC50273	9606	NC_000002.10	+	132269003	132275703
414131	0	NANOGP2	9606	NC_000002.10	+	223024979	223026462
431705	0	ASTL	9606	NC_000002.10	+	96153315	96167901
440854	0	CAPN14	9606	NC_000002.10	+	31249425	31310227
440864	0	LOC440864	9606	NC_000002.10	+	47776484	47790466
440865	0	FLJ46838	9606	NC_000002.10	+	48610025	48612559
440867	0	FLJ16124	9606	NC_000002.10	+	65517348	66165275
440871	0	LOC440871	9606	NC_000002.10	+	87419111	87419774
440888	53182	LOC440888	9606	NC_000002.10	+	91492885	91494222
440895	0	LOC440895	9606	NC_000002.10	+	110578456	110626183
440900	54179	LOC440900	9606	NC_000002.10	+	114453489	114481356
440902	0	LOC440902	9606	NC_000002.10	+	122182554	122186673
440905	0	LOC440905	9606	NC_000002.10	+	130500887	130525173
440915	49024	FKSG30	9606	NC_000002.10	+	132100157	132101557
440917	49786	LOC440917	9606	NC_000002.10	+	138761151	138762920
440918	0	FLJ46875	9606	NC_000002.10	+	156901335	156924940
440925	0	LOC440925	9606	NC_000002.10	+	171277206	171279322
440926	0	LOC440926	9606	NC_000002.10	+	175292773	175293831
440934	0	LOC440934	9606	NC_000002.10	+	222889638	222894684
442006	0	LOC442006	9606	NC_000002.10	+	4539668	4540520
442013	0	LOC442013	9606	NC_000002.10	+	41897045	41901394
